"_id","author_details","title","isbn","publisher","date_published","rating","bookshelf_id","bookshelf","read","series_details","pages","notes","list_price","anthology","location","read_start","read_end","format","signed","loaned_to","anthology_titles","description","genre","date_added","goodreads_book_id","last_goodreads_sync_date","last_update_date","book_uuid",
"202","Anonymous, |McNamara, John|Stade, George","Beowulf","9781593082666","Barnes & Noble Classics","2005-11-01","0","8,","folks.old,","0","Barnes & Noble Classics","176","","","0","","","","","0","","","<DIV><DIV><I>Beowulf</I>, by <B>Anonymous</B>, is part of the <I>Barnes & Noble Classics</I><I>??</I>series, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of <I>Barnes & Noble Classics</I>:<div><UL type=disc><LI></UL>All editions are beautifully designed and are printed to superior specifications; some include illustrations of historical interest. <I>Barnes & Noble Classics </I>pulls together a constellation of influences??biographical, historical, and literary??to enrich each reader's understanding of these enduring works.</DIV></DIV><P style=""MARGIN: 0in 0in 0pt"">??</P><P style=""MARGIN: 0in 0in 0pt"">Widely regarded as the first true masterpiece of English literature, <I>Beowulf</I> describes the thrilling adventures of a great Scandinavian warrior of the sixth century. Its lyric intensity and imaginative vitality are unparalleled, and the poem has greatly influenced many important modern novelists and poets, most notably J. R. R. Tolkien, author of <I>The Lord of the Rings</I>.</P><P style=""MARGIN: 0in 0in 0pt"">??</P><P style=""MARGIN: 0in 0in 0pt"">Part history and part mythology, <I>Beowulf</I> opens in the court of the Danish king where a horrible demon named Grendel devours men in their sleep every night. The hero Beowulf arrives and kills the monster, but joy turns to horror when Grendel???s mother attacks the hall to avenge the death of her son. Ultimately triumphant, Beowulf becomes king himself and rules peacefully for fifty years until, one dark day, a foe more powerful than any he has yet faced is aroused??an ancient dragon guarding a horde of treasure. Once again, Beowulf must summon all his strength and courage to face the beast, but this time victory exacts a terrible price.</P><P style=""MARGIN: 0in 0in 0pt"">??</P><P style=""MARGIN: 0in 0in 0pt"">New translation by John McNamara. Features an original map and genealogy chart.</P><P style=""MARGIN: 0in 0in 0pt"">??</P><P style=""MARGIN: 0in 0in 0pt""><B>John McNamara</B></B> </B>is Professor of English at the University of Houston, where he teaches the early languages and literatures of England, Scotland, and Ireland, with a special focus on their oral traditions. He is the co-editor of <I>Medieval Folklore: An Encyclopedia of Myths, Legends, Tales, Beliefs, and Customs</I>.</P></DIV>","Poetry / General","2012-12-21 03:07:52","0","0000-00-00","2012-12-22 02:44:16","a8eeeaa6a82ef8168acf93ab86214fbd",
"203","Fu, Tu|Po, Li|Cooper, Arthur R. V.|Li, Bai|Du, Fu|Cooper, Arthur","Li Po and Tu Fu: Poems Selected and Translated With An Introduction and Notes","9780140442724","Penguin Classics","1973-07-30","0","8,","folks.old,","0","Penguin Classics","256","","","0","","","","","0","","","Li Po (AD 701-62) and Tu Fu (AD 712-70) were devoted friends who are traditionally considered to be among China's greatest poets. Li Po, a legendary carouser, was an itinerant poet whose writing, often dream poems or spirit-journeys, soars to sublime heights in its descriptions of natural scenes and powerful emotions. His sheer escapism and joy is balanced by Tu Fu, who expresses the Confucian virtues of humanity and humility in more autobiographical works that are imbued with great compassion and earthy reality, and shot through with humour. Together these two poets of the T'ang dynasty complement each other so well that they often came to be spoken of as one - Li-Tu' - who covers the whole spectrum of human life, experience and feeling.","Poetry / Asian / General","2012-12-21 03:08:13","0","0000-00-00","2012-12-22 02:44:17","8b047377f2400a04e8a56c2a8c7ca17e",
"204","Alcock, Leslie","Arthur's Britain: History and Archaeology: A.d. 367-634","9780140136050","Penguin Books","1970-06-30","0","8,","folks.old,","0","","464","","","0","","","","","0","","","We are all familiar with the heroic deeds and enchantments of the legendary tales surrounding King Arthur. But what evidence is there for a real figure beneath the myth and romance? ""Arthur's Britain"" assembles a wealth of information about the history of Arthur by delving into the shadowy period in which he lived. Drawing on evidence from written and archaeological sources, Leslie Alcock, who directed the famous excavation at Cadbury Castle in Somerset, England, sifts history from fiction to take us back to life between the fourth and seventh centuries. He also provides fascinating detail on how the Britons actually lived, worshipped, dressed, and fought to uncover the real world and people behind the Arthurian legends.","History / Europe / Great Britain","2012-12-21 03:08:34","0","0000-00-00","2012-12-22 02:44:19","945e91b9ca058a4ac5aecb4c6f816aa1",
"205","de Troyes, Chretien","Arthurian Romances","9780460870658","Everyman Paperbacks","1990-07-15","0","8,","folks.old,","0","Everyman's Library","560","","","0","","","","","0","","","Taking the legends surrounding King Arthur and weaving in new psychological elements of personal desire and courtly manner, Chretien de Troyes fashioned a new form of medieval Romance. The Knight of the Cart is the first telling of the adulterous relationship between Lancelot and Arthur's Queen Guinevere, and in The Knight with the Lion Yvain neglects his bride in his quest for greater glory. Erec and Enide explores a knight's conflict between love and honour, Cliges exalts the possibility of pure love outside marriage, while the haunting The Story of the Grail chronicles the legendary quest. Rich in symbolism, these evocative tales combine closely observed detail with fantastic adventure to create a compelling world that profoundly influenced Malory, and are the basis of the Arthurian legends we know today.","Poetry / European / General","2012-12-21 03:08:45","0","0000-00-00","2012-12-22 02:44:20","c8b06d51bdc4026f6e74b6f009d4ab81",
"206","Wales, Gerald of|Cambrensis, Giraldus","History and Topography Of Ireland, The","9780140444230","Penguin Classics","1983-03-31","0","8,","folks.old,","0","Penguin Classics","144","","","0","","","","","0","","","Gerald of Wales was among the most dynamic and fascinating churchmen of the twelfth century. A member of one of the leading Norman families involved in the invasion of Ireland, he first visited there in 1183 and later returned in the entourage of Henry II. The resulting ""Topographia Hiberniae"" is an extraordinary account of his travels. Here he describes landscapes, fish, birds and animals; recounts the history of Ireland's rulers; and tells fantastical stories of magic wells and deadly whirlpools, strange creatures and evil spirits. Written from the point of view of an invader and reformer, this work has been rightly criticized for its portrait of a primitive land, yet it is also one of the most important sources for what is known of Ireland during the Middle Ages.","History / Europe / Great Britain","2012-12-21 03:08:59","0","0000-00-00","2012-12-22 02:44:20","7dd6774b3504c64a0bb37e8d287d9eb1",
"207","Anonymous, |Stone, Brian","Sir Gawain and the Green Knight","0140440925","Penguin Classics","1959-11-30","0","8,","folks.old,","0","Penguin Classics","192","","","0","","","","","0","","","<DIV><p>???Be prepared to perform what you promised, Gawain;<br>  Seek faithfully till you find me ??????</p>    A New Year???s feast at King Arthur???s court is interrupted by the appearance of a gigantic Green Knight, resplendent on horseback. He challenges any one of Arthur???s men to behead him, provided that if he survives he can return the blow a year later. Sir Gawain accepts the challenge and decapitates the knight ??? but the mysterious warrior cheats death and vanishes, bearing his head with him. The following winter Gawain sets out to find the Knight in the wild Northern lands and to keep his side of the bargain. One of the great masterpieces of Middle English poetry, <b>Sir Gawain and the Green Knight</b> magically combines elements of fairy tale and heroic sagas with the pageantry, chivalry and courtly love of medieval Romance.   <p>Brian Stone???s evocative translation is accompanied by an introduction that examines the Romance genre, and the poem???s epic and pagan sources. This edition also includes essays discussing the central characters and themes, theories about authorship and Arthurian legends, and suggestions for further reading and notes.</p>   <p><br>    <b>@GawainsWorld</b> So listen here, some green man came to the hall and wants someone to cut his head off. Some sort of dare? Could be fun, right? <br><br>  The deal is I cut off his head now, and he cuts off mine a year later. What a jester, doesn???t he know he???ll be dead? <br><br>  This goblin fellow is totally dead. <br><br>  All seemed fine until Ichabod Crane here fell to the floor, stood up, and picked up his head. His head, in his hands. In HIS HANDS! <br><br>  <b>From <i>Twitterature: The World's Greatest Books in Twenty Tweets or Less</i></b></p></div>","Poetry / Ancient & Classical","2012-12-21 03:10:02","0","0000-00-00","2012-12-22 02:44:21","2faf42f15c864d3ea9a51234f27033c0",
"208","Strassburg, Gottfried von|Strassburg, Gottfried","Tristan: With the Surviving Fragments Of the 'Tristran Of Thomas'","0140440984","Penguin Classics","1960-07-30","0","8,","folks.old,","0","Penguin Classics","384","","","0","","","","","0","","","One of the great romances of the Middle Ages, ""Tristan"", written in the early thirteenth century, is based on a medieval love story of grand passion and deceit. By slaying a dragon, the young prince Tristan wins the beautiful Isolde's hand in marriage for his uncle, King Mark. On their journey back to Mark's court, however, the pair mistakenly drink a love-potion intended for the king and his young bride, and are instantly possessed with an all-consuming love for each another - a love they are compelled to conceal by a series of subterfuges that culminates in tragedy. Von Strassburg's work is acknowledged as the greatest rendering of this legend of medieval lovers, and went on to influence generations of writers and artists and inspire Richard Wagner's Tristan and Isolde.","Poetry / Anthologies (multiple authors)","2012-12-21 03:10:19","0","0000-00-00","2012-12-31 04:30:04","0d44914c88c5597a5aa741666a49f4ad",
"209","Various, |Venerable), Saint Bede (the|Stephanus, Eddius|Bede, ","Age Of Bede: Revised Edition, The","0140444378","Penguin Classics","1983-07-28","0","8,","folks.old,","0","Penguin Classics","256","","","0","","","","","0","","","This selection of writings from the sixth and seventh century AD provides a powerful insight into the early history of the Christian Church in England and Ireland. From Bede's Life of Cuthbert and Lives of the Abbots of Wearmouth and Jarrow to the anonymous Voyage of St Brendan a whimsical mixture of fact and fantasy that describes a quest for paradise on earth these are vivid accounts of the profoundly spiritual and passionately heroic lives of Christian pioneers and saints. Both vital religious writings and a revealing insight into the reality of life at a formative time for the church, they describe an era of heroism and bitter conflict, and the rapid spread of the Christian faith.","Literary Collections / Ancient, Classical & Medieval","2012-12-21 03:10:49","0","0000-00-00","2012-12-22 02:44:23","2bc898106a4de354258a086e05af41d9",
"210","Perrin, Noel","Second Person Rural","0140059202","Penguin Books","1981-11-19","0","8,","folks.old,","0","Essays of a Sometime Farmer (2)","152","","","0","","","","","0","","","A collection of essays on the practice and philosophy of country life yields advice for sometime farmers, explores the differences between country and city, and considers the problems all transplanted city-dwellers must deal with","Social Science / Sociology / Rural","2012-12-21 03:11:14","0","0000-00-00","2012-12-22 02:44:24","d15257735ebd3df7fc1b59f3e56af218",
"211","Dearborn, Ned","Trapping On the Farm","0846660288","Shorey Pubns","1985-11-01","0","8,","folks.old,","0","","30","","","0","","","","","0","","","","Sports & Recreation / Hunting","2012-12-21 03:11:51","0","0000-00-00","2012-12-22 02:44:26","4446846c9ac853a3932844ecf74fffb3",
